CustomerID,CustomerName,JoinDate,Segment,AcquisitionChannel,Region,IsActive,ChurnDate,AnnualValue
C0718,Henry Harris,2022-10-19,Consumer,Online,Scotland,True,,1318.93
C0719,Joseph Hall,2021-03-23,SMB,Partner,London,True,,26351.7
C0720,Alexander Wilson,2022-02-22,Consumer,Partner,London,True,,2650.54
C0721,Walker Corp,2021-02-09,Enterprise,Direct,Scotland,True,,189819.26
C0722,Emily Jackson,2022-08-07,SMB,Referral,London,False,2023-03-07,25137.43
C0723,Scott Services,2022-11-07,Public Sector,Partner,London,True,,74211.59
C0724,Emma Green,2022-12-01,Consumer,Online,London,True,,3811.16
C0725,Lily Allen,2021-11-24,SMB,Online,Scotland,True,,44284.0
C0726,Daniel Johnson,2021-07-08,Consumer,Referral,London,True,,1075.38
C0727,Henry Miller,2021-11-28,SMB,Online,London,True,,40130.1
C0728,Wilson Corp,2021-04-05,Enterprise,Referral,Scotland,True,,149889.9
C0729,Mia Nelson,2021-12-30,Consumer,Online,Scotland,True,,3091.87
C0730,Hall Partners,2022-06-10,Enterprise,Referral,Scotland,True,,171267.12
C0731,Jackson Ltd,2022-10-29,Enterprise,Direct,London,True,,96619.84
C0732,Brown Partners,2022-06-29,Enterprise,Referral,London,True,,51378.28
C0733,Hannah Allen,2022-03-27,SMB,Partner,London,True,,43965.1
C0734,Young Services,2021-12-26,Enterprise,Referral,London,True,,124253.83
C0735,David Allen,2022-08-25,SMB,Events,London,True,,46495.05
C0736,Wright Corp,2022-04-19,Enterprise,Referral,London,True,,92354.61
C0737,Jack King,2021-09-27,Consumer,Online,London,True,,2670.99
C0738,Harry Martin,2022-01-17,SMB,Partner,London,True,,37177.81
C0739,Wright Partners,2022-04-24,Enterprise,Referral,London,True,,86750.15
C0740,Emily Allen,2021-05-27,SMB,Referral,London,True,,13584.45
C0741,Samuel Allen,2022-10-10,Consumer,Referral,Scotland,True,,4588.15
C0742,George Williams,2022-08-23,Consumer,Events,London,True,,3711.96
C0743,Oliver Clark,2021-09-05,SMB,Referral,Scotland,True,,43485.76
C0744,Benjamin Miller,2022-04-17,Consumer,Online,Scotland,True,,523.96
C0745,Oliver Brown,2022-10-26,SMB,Direct,London,True,,30245.93
C0746,Benjamin Thomas,2022-10-26,SMB,Referral,Scotland,True,,30906.65
C0747,Charlotte Hall,2021-09-19,SMB,Online,London,True,,43305.11
C0748,Harry Young,2022-03-20,Consumer,Direct,London,True,,4566.47
C0749,Young Services,2023-04-25,Enterprise,Referral,London,True,,157166.75
C0750,Emily Lewis,2023-01-24,Consumer,Online,London,True,,2330.52
C0751,Wilson Partners,2021-10-24,Enterprise,Events,Scotland,True,,192767.43
C0752,Robinson Corp,2023-01-27,Enterprise,Online,Scotland,True,,132731.33
C0753,Lewis Partners,2021-09-23,Public Sector,Direct,Scotland,True,,87223.42
C0754,King Services,2021-05-16,Enterprise,Online,London,True,,151732.28
C0755,Mia Taylor,2021-11-13,SMB,Referral,London,False,2022-10-21,35425.41
C0756,Grace Nelson,2022-01-31,SMB,Referral,London,True,,29714.02
C0757,Adams Group,2022-08-10,Public Sector,Referral,London,True,,78656.57
C0758,Nelson Ltd,2022-12-07,Public Sector,Online,Scotland,True,,102884.83
C0759,Emma Martin,2021-05-28,Consumer,Partner,London,False,2021-10-20,2729.79
C0760,Thomas Davis,2023-03-11,SMB,Online,Scotland,True,,10089.37
C0761,Emma Moore,2022-05-29,SMB,Events,Scotland,True,,10235.64
C0762,Henry Williams,2023-09-18,SMB,Direct,London,True,,31163.86
C0763,Amelia Martin,2022-10-02,SMB,Events,London,True,,45687.74
C0764,Sophia Davis,2021-07-27,SMB,Events,Scotland,False,2022-10-31,21395.99
C0765,Olivia Harris,2021-07-16,Consumer,Events,London,True,,2975.56
C0766,Matthew Allen,2022-07-26,Consumer,Referral,Scotland,True,,1564.27
C0767,Mia Walker,2022-02-09,SMB,Events,Scotland,True,,16099.83
C0768,Isabella Davis,2022-04-16,SMB,Partner,Scotland,True,,49702.07
C0769,Emma Jackson,2021-03-26,Consumer,Direct,London,False,2023-02-02,2332.84
C0770,Moore Corp,2022-01-04,Public Sector,Direct,London,True,,143159.85
C0771,Thomas Nelson,2021-01-14,SMB,Partner,London,True,,34260.87
C0772,William Thomas,2021-05-17,SMB,Online,London,True,,24422.75
C0773,Sophia Jones,2021-09-05,Consumer,Online,Scotland,True,,3333.01
C0774,Scott Services,2022-05-20,Enterprise,Events,Scotland,True,,130033.63
C0775,Moore Holdings,2022-07-15,Enterprise,Referral,Scotland,True,,117272.33
C0776,Johnson Ltd,2021-02-23,Public Sector,Direct,London,True,,125326.85
C0777,Harry Lewis,2023-05-31,Consumer,Referral,Scotland,True,,4007.17
C0778,Jack Clark,2021-05-07,SMB,Direct,London,True,,38310.16
C0779,Emma Young,2023-03-27,SMB,Direct,Scotland,True,,15925.58
C0780,Smith Holdings,2021-12-16,Public Sector,Referral,Scotland,True,,105921.95
C0781,Hannah Anderson,2023-03-20,SMB,Events,Scotland,True,,17069.41
C0782,Samuel Walker,2022-06-13,SMB,Events,Scotland,True,,32035.11
C0783,Hannah Martin,2023-04-17,SMB,Referral,London,True,,24745.6
C0784,Jackson Services,2022-09-22,Enterprise,Direct,London,True,,60418.12
C0785,Chloe Brown,2021-04-29,SMB,Events,Scotland,False,2023-09-22,25115.01
C0786,Walker Ltd,2021-10-13,Enterprise,Partner,Scotland,False,2022-02-28,168860.07
C0787,David Miller,2021-04-11,SMB,Partner,Scotland,True,,22295.4
C0788,Sophia Clark,2023-03-25,SMB,Online,London,True,,45458.27
C0789,Allen Partners,2022-04-20,Enterprise,Direct,London,True,,153014.94
C0790,Thomas Group,2021-12-29,Public Sector,Online,Scotland,True,,73259.22
C0791,Adams Corp,2022-07-30,Enterprise,Direct,London,True,,143713.74
C0792,Green Ltd,2021-06-14,Public Sector,Referral,London,True,,133405.68
C0793,Hannah Anderson,2022-10-15,Consumer,Direct,London,True,,1151.01
C0794,Young Services,2022-01-06,Enterprise,Partner,London,True,,107477.78
C0795,Matthew King,2021-07-17,SMB,Online,London,True,,42451.68
C0796,Moore Solutions,2022-11-04,Enterprise,Referral,London,True,,94204.59
C0797,King Solutions,2022-08-25,Public Sector,Events,Scotland,False,2023-04-29,75295.29
C0798,Oliver Smith,2021-06-30,SMB,Online,Scotland,True,,32767.33
C0799,Thomas International,2022-12-09,Enterprise,Direct,Scotland,True,,167209.54
C0800,David Martin,2021-04-03,SMB,Direct,Scotland,True,,37196.14
C0801,Oliver Clark,2022-04-21,Consumer,Partner,Scotland,True,,2199.02
C0802,Lily Thomas,2022-10-31,Consumer,Referral,London,True,,3437.15
C0803,Matthew Hall,2022-10-12,SMB,Direct,London,True,,23418.87
C0804,Nelson Ltd,2021-04-06,Enterprise,Direct,London,False,2022-12-10,86050.27
C0805,Harry Clark,2021-05-23,Consumer,Online,Scotland,True,,1376.98
C0806,Alexander Hall,2021-05-29,Consumer,Events,Scotland,False,2021-11-30,4334.12
C0807,Daniel Clark,2022-03-31,Consumer,Direct,Scotland,True,,4965.25
C0808,Emma Adams,2021-06-15,SMB,Partner,London,True,,38510.5
C0809,Jessica Green,2021-03-27,SMB,Events,Scotland,True,,45805.39
C0810,Benjamin Scott,2021-06-26,SMB,Direct,London,True,,28429.65
C0811,Martin Solutions,2023-05-08,Public Sector,Partner,London,True,,82899.32
C0812,Emma Walker,2021-07-21,Consumer,Referral,London,False,2023-11-07,4898.44
C0813,Jack Allen,2022-04-29,SMB,Partner,London,True,,13740.12
C0814,Matthew Martin,2021-03-01,Consumer,Events,London,False,2022-02-18,1397.62
C0815,Chloe Scott,2022-07-21,SMB,Online,London,True,,25211.39
C0816,Oliver Jones,2021-07-01,SMB,Referral,London,True,,12770.36
C0817,Oliver Adams,2022-08-04,SMB,Online,Scotland,True,,46065.67
C0818,Benjamin Martin,2021-11-02,Consumer,Direct,London,True,,2096.12
C0819,George Allen,2022-02-20,SMB,Direct,Scotland,True,,49454.72
C0820,Sophia Green,2022-01-18,Consumer,Online,London,True,,4864.89
C0821,Henry Martin,2022-11-05,SMB,Direct,London,True,,37857.84
C0822,Charlotte Clark,2021-10-24,Consumer,Direct,London,False,2023-04-18,4185.73
C0823,Sophia Nelson,2021-12-06,Consumer,Online,London,True,,1291.16
C0824,Taylor Group,2021-10-13,Enterprise,Online,London,True,,199304.48
C0825,Brown International,2021-09-29,Enterprise,Online,Scotland,True,,125504.23
C0826,Sophia Moore,2023-04-27,Consumer,Partner,London,True,,4854.27
C0827,Thomas Taylor,2022-04-15,SMB,Partner,Scotland,True,,43539.37
C0828,David Clark,2022-08-14,SMB,Direct,Scotland,True,,42801.38
C0829,David Johnson,2022-03-09,SMB,Events,Scotland,True,,42053.27
C0830,Brown Solutions,2021-08-16,Enterprise,Online,Scotland,True,,125638.56
C0831,Samuel Scott,2022-07-04,Consumer,Partner,Scotland,False,2022-10-22,3169.8
C0832,Hannah Scott,2022-12-07,Consumer,Direct,Scotland,True,,4131.94
C0833,Thomas Adams,2021-12-23,SMB,Direct,London,False,2023-01-27,17225.11
C0834,Davis Partners,2022-10-18,Public Sector,Direct,London,True,,75030.52
C0835,Moore International,2023-05-07,Public Sector,Partner,London,True,,149389.93
C0836,Scott Solutions,2021-07-02,Enterprise,Online,London,True,,82445.98
C0837,Davis Group,2021-11-07,Public Sector,Direct,London,True,,71826.41
C0838,Emily Hall,2022-09-11,SMB,Online,London,True,,45492.6
C0839,Chloe Brown,2021-08-14,SMB,Online,Scotland,True,,34291.83
C0840,Alexander Martin,2022-03-02,Consumer,Referral,Scotland,True,,1820.63
C0841,Amelia Wilson,2021-05-02,Consumer,Events,London,True,,826.88
C0842,Grace Williams,2021-08-01,SMB,Partner,London,True,,25423.64
C0843,George Davis,2022-01-09,SMB,Direct,London,True,,17884.93
C0844,Alexander Smith,2021-09-09,SMB,Events,London,True,,21401.48
C0845,Nelson Ltd,2021-12-15,Public Sector,Events,Scotland,False,2023-05-10,70486.78
C0846,Thomas International,2021-12-09,Enterprise,Partner,Scotland,True,,141848.1
C0847,Olivia Wilson,2022-03-23,Consumer,Online,Scotland,False,2023-05-04,1265.86
C0848,Jessica Green,2021-06-23,Consumer,Online,London,True,,2208.0
C0849,Adams Partners,2021-10-23,Public Sector,Online,London,True,,106428.44
C0850,Oliver Anderson,2021-10-27,SMB,Direct,London,True,,40648.08
C0851,Lily Johnson,2022-03-09,SMB,Partner,London,True,,18499.02
C0852,George Scott,2021-08-22,SMB,Referral,London,True,,47775.25
C0853,Chloe Clark,2021-08-24,Consumer,Partner,London,True,,1413.59
C0854,Smith International,2021-12-26,Enterprise,Referral,Scotland,False,2023-12-03,78054.46
C0855,Olivia Clark,2022-09-20,SMB,Referral,London,True,,23349.58
C0856,Daniel Martin,2021-12-03,SMB,Direct,London,False,2022-09-13,14367.38
C0857,Wilson Partners,2021-09-26,Public Sector,Direct,London,True,,77028.97
C0858,Chloe Taylor,2021-11-12,Consumer,Partner,London,False,2023-05-11,3802.47
C0859,Miller Solutions,2023-05-13,Public Sector,Online,Scotland,True,,69858.64
C0860,Smith International,2021-04-05,Public Sector,Online,London,True,,134786.22
C0861,Scott Group,2021-11-07,Enterprise,Direct,Scotland,True,,64998.87
C0862,David Moore,2022-08-20,SMB,Online,London,True,,22045.36
C0863,Olivia Hall,2021-09-04,SMB,Online,Scotland,True,,18810.22
C0864,Lucy Jackson,2022-12-26,SMB,Direct,London,True,,35549.35
C0865,Allen Holdings,2022-01-30,Public Sector,Online,Scotland,True,,136559.39
C0866,Olivia Green,2021-05-19,SMB,Events,London,True,,28201.11
C0867,Charlotte Walker,2022-03-29,Consumer,Referral,Scotland,False,2023-09-08,3011.63
C0868,Charlotte Smith,2021-04-02,SMB,Partner,London,True,,27212.91
C0869,Jones Group,2021-09-01,Enterprise,Referral,London,True,,156979.56
C0870,Harry Adams,2021-08-31,Consumer,Referral,Scotland,False,2022-08-05,941.62
C0871,Thomas Jones,2023-06-20,Consumer,Direct,London,True,,2373.41
C0872,Sophia Jones,2021-10-07,SMB,Referral,Scotland,True,,31062.86
C0873,Jessica Wilson,2022-07-17,SMB,Online,London,True,,33212.9
C0874,Jack Green,2021-09-11,Consumer,Partner,Scotland,True,,3933.48
C0875,Sophie Johnson,2022-04-10,Consumer,Direct,London,True,,1046.49
C0876,William Taylor,2021-08-18,SMB,Online,Scotland,True,,35129.58
C0877,Clark Group,2022-03-06,Public Sector,Partner,Scotland,True,,59664.73
C0878,Anderson International,2022-07-25,Enterprise,Online,London,True,,178897.08
C0879,Grace Davis,2023-04-16,SMB,Online,London,True,,29046.34
C0880,Olivia Baker,2022-03-22,Consumer,Events,London,False,2023-08-02,2411.75
C0881,Nelson Holdings,2021-03-15,Enterprise,Referral,London,True,,194419.48
C0882,Benjamin Clark,2021-12-18,Consumer,Referral,Scotland,False,2023-11-19,2257.81
C0883,Allen Corp,2022-09-24,Enterprise,Online,London,False,2023-12-27,188521.54
C0884,George Robinson,2022-06-12,Consumer,Referral,London,True,,4798.38
C0885,Jessica Nelson,2021-04-18,Consumer,Referral,London,False,2023-11-25,3796.91
C0886,Lee Holdings,2022-02-12,Public Sector,Online,London,True,,102784.0
C0887,Anderson International,2021-11-29,Public Sector,Referral,Scotland,True,,82501.78
C0888,Jessica Jones,2022-02-10,SMB,Direct,Scotland,True,,45731.64
C0889,Alexander Baker,2021-08-31,SMB,Online,London,True,,28949.31
C0890,Oliver Jones,2021-06-19,Consumer,Online,London,False,2021-11-16,4020.74
C0891,Harry King,2021-04-21,SMB,Direct,London,True,,24316.21
C0892,Walker Ltd,2021-08-29,Enterprise,Referral,London,True,,131891.24
C0893,George Nelson,2022-07-07,Consumer,Events,Scotland,True,,3908.05
C0894,Moore Group,2021-10-26,Enterprise,Online,Scotland,True,,192486.17
C0895,Sophie Adams,2022-04-21,Consumer,Direct,London,False,2022-07-16,4871.6
C0896,Jackson Solutions,2022-05-30,Enterprise,Partner,London,True,,114457.8
C0897,Robinson Ltd,2022-07-06,Enterprise,Referral,Scotland,True,,84068.88
C0898,Miller Corp,2023-05-01,Public Sector,Partner,London,True,,35246.33
C0899,Thomas Lewis,2023-01-07,Consumer,Direct,London,True,,1426.37
C0900,Sophie Young,2022-04-13,Consumer,Partner,Scotland,True,,1598.93
C0901,David Clark,2022-09-29,SMB,Online,London,True,,19221.44
C0902,Jack Brown,2021-06-02,SMB,Referral,Scotland,True,,10851.59
C0903,Harry Miller,2021-03-18,SMB,Online,London,True,,36397.03
C0904,James Thomas,2022-04-23,Consumer,Direct,Scotland,True,,3766.04
C0905,Nelson Corp,2022-08-09,Public Sector,Partner,Scotland,True,,133021.69
C0906,Lucy Wilson,2022-05-23,SMB,Online,London,False,2023-03-29,15274.91
C0907,Allen Corp,2021-10-21,Enterprise,Direct,London,True,,167363.94
C0908,Jack Smith,2022-05-20,Consumer,Direct,London,True,,2598.98
C0909,George Williams,2021-07-07,SMB,Partner,London,True,,27617.58
C0910,Mia Brown,2021-05-15,Consumer,Referral,London,False,2022-11-14,3445.7
C0911,Hall Holdings,2022-12-07,Public Sector,Online,London,True,,94852.96
C0912,David Baker,2021-10-25,SMB,Direct,London,False,2023-02-03,37240.65
C0913,Harris Corp,2022-11-17,Public Sector,Direct,London,True,,104629.96
C0914,Scott Holdings,2021-02-14,Enterprise,Events,Scotland,True,,190990.98
C0915,Mia Robinson,2021-10-01,Consumer,Online,London,True,,2765.73
C0916,Daniel Clark,2023-08-09,SMB,Referral,Scotland,True,,27640.7
C0917,Hannah Brown,2021-12-04,Consumer,Referral,London,True,,3618.83
C0918,Wilson International,2022-06-28,Public Sector,Referral,London,True,,124356.5
C0919,Chloe Anderson,2021-08-08,Consumer,Events,Scotland,True,,4081.35
C0920,Miller Group,2021-12-21,Enterprise,Referral,London,True,,112793.84
C0921,Oliver Jones,2023-09-26,Consumer,Online,London,True,,2817.04
C0922,David Adams,2022-11-04,SMB,Referral,London,True,,23465.62
C0923,Scott International,2022-11-23,Enterprise,Online,London,True,,155017.05
C0924,Emily Young,2023-07-26,Consumer,Online,Scotland,True,,2540.87
C0925,Clark Partners,2022-03-02,Enterprise,Online,London,True,,92788.58
C0926,George Brown,2022-12-07,Consumer,Events,London,False,2023-06-02,2063.06
C0927,David Clark,2022-05-30,SMB,Referral,Scotland,False,2022-08-08,40194.59
C0928,Robinson Partners,2021-06-23,Public Sector,Online,Scotland,True,,117850.73
C0929,Thomas Williams,2022-08-25,Consumer,Referral,London,True,,4390.26
C0930,Daniel Thomas,2021-04-14,Consumer,Direct,London,True,,1742.49
C0931,Jessica Clark,2021-12-21,SMB,Partner,Scotland,True,,22701.09
C0932,David Miller,2021-10-19,Consumer,Partner,London,True,,3801.02
C0933,Miller Ltd,2022-11-19,Enterprise,Partner,Scotland,True,,112723.9
C0934,Mia Adams,2022-09-04,SMB,Online,Scotland,True,,21684.64
C0935,Matthew Scott,2022-11-06,Consumer,Referral,London,True,,1792.72
C0936,Benjamin Jones,2022-10-26,SMB,Online,London,True,,40947.27
C0937,Jessica Martin,2021-10-01,Consumer,Online,London,True,,773.61
C0938,David Johnson,2021-10-26,SMB,Referral,London,True,,22340.43
C0939,Chloe Lewis,2022-04-07,Consumer,Direct,London,True,,589.64
C0940,Henry Miller,2022-04-07,Consumer,Direct,Scotland,True,,4271.67
C0941,James Johnson,2021-12-06,Consumer,Referral,London,True,,4304.67
C0942,Benjamin Wilson,2022-02-04,SMB,Online,Scotland,True,,11351.12
C0943,Hannah Martin,2022-11-01,Consumer,Referral,London,True,,590.69
C0944,Jessica Thomas,2021-11-10,SMB,Events,London,True,,27006.11
C0945,Thomas Harris,2022-05-25,SMB,Online,London,True,,21376.92
C0946,Jack Wilson,2022-03-26,SMB,Referral,Scotland,False,2022-12-18,33115.18
C0947,Grace Miller,2021-09-30,SMB,Online,London,True,,18307.27
C0948,Emma Scott,2022-05-09,Consumer,Direct,London,True,,2720.38
C0949,Lily Lewis,2022-12-20,Consumer,Partner,London,True,,2749.17
C0950,Olivia King,2021-12-22,SMB,Online,London,False,2022-02-03,13100.18
C0951,Miller International,2023-02-13,Enterprise,Online,London,True,,70979.81
C0952,Charlotte Clark,2021-11-02,SMB,Direct,London,True,,37400.96
C0953,Hall Solutions,2022-05-21,Public Sector,Referral,Scotland,True,,49708.59
C0954,Henry King,2023-08-03,SMB,Referral,London,True,,13753.91
C0955,Martin Corp,2021-07-17,Enterprise,Online,London,True,,105091.22
C0956,Miller Corp,2022-04-30,Public Sector,Online,Scotland,True,,97639.17
C0957,Hannah Hall,2022-03-10,SMB,Online,London,True,,34635.49
C0958,Lily Hall,2021-08-12,SMB,Direct,London,False,2021-11-03,10009.87
C0959,Jackson Partners,2021-10-25,Enterprise,Partner,London,True,,166087.94
C0960,Samuel Baker,2021-09-02,SMB,Partner,London,False,2022-12-23,21109.47
C0961,James Hall,2022-08-14,Consumer,Online,Scotland,True,,2145.59
C0962,James Davis,2022-10-21,Consumer,Online,London,True,,2489.36
C0963,Harris Partners,2023-01-22,Enterprise,Referral,London,True,,56587.61
C0964,Samuel Lee,2022-01-09,SMB,Online,Scotland,True,,29612.02
C0965,Hall Group,2023-03-18,Public Sector,Partner,Scotland,True,,36725.76
C0966,Adams Holdings,2023-02-14,Enterprise,Direct,London,True,,127451.07
C0967,Oliver Miller,2021-05-17,SMB,Partner,Scotland,True,,27735.95
C0968,Robinson Group,2022-11-11,Enterprise,Online,London,True,,134928.39
C0969,Moore International,2021-05-29,Enterprise,Direct,Scotland,True,,62191.24
C0970,George Martin,2021-08-08,SMB,Partner,Scotland,True,,19038.42
C0971,Moore International,2022-07-27,Public Sector,Direct,London,True,,129540.01
C0972,Taylor Services,2021-06-26,Enterprise,Events,London,True,,101327.17
C0973,Lucy Brown,2022-08-24,Consumer,Online,London,True,,2826.63
C0974,Joseph Smith,2023-01-02,SMB,Online,London,True,,16350.02
C0975,Jack Green,2021-11-29,SMB,Events,London,True,,34664.49
C0976,Harry Taylor,2021-09-03,Consumer,Online,London,True,,680.58
C0977,Alexander Smith,2021-09-15,SMB,Events,Scotland,False,2022-08-18,16561.04
C0978,Williams Corp,2021-11-12,Public Sector,Events,Scotland,True,,125143.61
C0979,Isabella Wilson,2022-12-27,SMB,Referral,London,True,,44310.49
C0980,Henry Nelson,2021-07-26,Consumer,Direct,London,True,,2625.38
C0981,Emily Wright,2022-03-30,SMB,Direct,Scotland,True,,44907.35
C0982,Chloe Scott,2021-10-03,SMB,Referral,Scotland,False,2022-06-25,25927.23
C0983,Taylor Corp,2021-11-26,Enterprise,Direct,London,True,,108022.33
C0984,Williams Holdings,2021-05-03,Enterprise,Events,London,False,2023-11-02,152909.84
C0985,Olivia Scott,2021-06-06,SMB,Partner,London,True,,12180.45
C0986,Sophia Green,2022-03-08,Consumer,Direct,Scotland,True,,1304.78
C0987,Daniel Baker,2021-01-28,Consumer,Partner,London,True,,3265.34
C0988,Emily Taylor,2021-05-27,SMB,Online,London,False,2022-03-26,40673.35
C0989,Johnson Partners,2021-10-21,Enterprise,Referral,London,False,2022-02-24,87294.01
C0990,Nelson International,2021-07-05,Enterprise,Direct,London,True,,56096.15
C0991,Taylor Partners,2022-06-11,Enterprise,Online,Scotland,True,,110110.94
C0992,Chloe Clark,2021-05-17,Consumer,Online,Scotland,True,,2926.21
C0993,Isabella Anderson,2021-12-25,Consumer,Direct,London,False,2023-03-08,2757.03
C0994,Anderson International,2022-02-26,Public Sector,Online,London,True,,101889.53
C0995,David Lee,2022-03-09,SMB,Direct,London,True,,33516.57
C0996,Jack Hall,2021-03-14,SMB,Referral,Scotland,True,,39702.85
C0997,Henry Wright,2021-03-26,Consumer,Online,London,True,,4931.91
C0998,Olivia Martin,2021-06-18,SMB,Referral,Scotland,False,2022-05-04,49833.03
C0999,Sophia Robinson,2023-02-04,Consumer,Online,London,True,,1802.07
C1000,Thomas Thomas,2022-09-16,Consumer,Events,Scotland,True,,3967.25
C1001,Harry Harris,2022-05-24,Consumer,Online,Scotland,True,,3905.73
C1002,Brown Partners,2022-08-31,Public Sector,Direct,Scotland,True,,99618.94
C1003,Alexander Wright,2021-09-25,SMB,Direct,London,False,2023-07-11,26351.01
C1004,Samuel Jackson,2021-04-19,SMB,Online,London,True,,32082.29
C1005,Walker International,2021-12-14,Public Sector,Direct,London,True,,148765.6
C1006,Smith Ltd,2022-06-06,Public Sector,Online,London,True,,111842.83
C1007,Grace King,2022-06-10,SMB,Online,London,True,,10948.81
C1008,Daniel Young,2023-01-09,Consumer,Referral,London,True,,3423.33
C1009,Martin Holdings,2023-05-31,Enterprise,Direct,London,True,,71292.52
C1010,Matthew Anderson,2022-04-03,SMB,Referral,London,True,,23697.72
C1011,James Wilson,2022-05-21,SMB,Online,London,True,,45206.82
C1012,William Wright,2022-01-09,Consumer,Referral,Scotland,False,2023-10-23,4123.39
C1013,Thomas Moore,2021-05-02,SMB,Referral,Scotland,True,,38845.57
C1014,Thomas Holdings,2022-02-01,Public Sector,Referral,Scotland,True,,75357.45
C1015,Mia Taylor,2021-12-16,Consumer,Partner,London,False,2023-09-30,1428.93
C1016,David Wright,2021-06-05,Consumer,Partner,Scotland,True,,4305.86
C1017,Oliver Anderson,2023-03-06,SMB,Direct,London,True,,32131.38
C1018,Hannah Miller,2021-07-13,Consumer,Partner,Scotland,True,,3603.65
C1019,Henry Wright,2021-04-07,SMB,Online,London,False,2023-11-17,43227.7
C1020,Adams Ltd,2021-10-18,Enterprise,Referral,London,True,,97828.75
C1021,Robinson Ltd,2022-01-14,Enterprise,Direct,London,True,,137257.03
C1022,Smith Corp,2021-07-30,Enterprise,Partner,Scotland,True,,163184.04
C1023,Mia Thomas,2022-07-03,SMB,Direct,London,True,,21011.53
C1024,Oliver Scott,2021-12-08,SMB,Referral,Scotland,True,,27280.6
C1025,Davis Corp,2021-11-17,Public Sector,Referral,Scotland,True,,90213.56
C1026,Matthew Jackson,2022-12-11,SMB,Direct,London,True,,41432.45
C1027,Lily Nelson,2023-01-26,Consumer,Direct,Scotland,True,,4353.07
C1028,Martin Ltd,2022-10-04,Enterprise,Referral,London,True,,164333.41
C1029,Taylor Holdings,2021-05-03,Public Sector,Referral,Scotland,True,,32841.48
C1030,Oliver Wilson,2022-11-11,SMB,Online,Scotland,True,,16416.72
C1031,Walker Partners,2021-10-10,Public Sector,Online,Scotland,True,,37118.02
C1032,Alexander Taylor,2021-06-29,SMB,Online,London,True,,32963.52
C1033,William Scott,2022-01-01,SMB,Referral,London,True,,40796.24
C1034,George Lee,2021-09-07,Consumer,Online,Scotland,True,,1524.57
C1035,Martin Partners,2022-12-20,Enterprise,Events,London,True,,170909.72
C1036,George Young,2021-12-12,Consumer,Direct,Scotland,False,2022-04-15,801.99
C1037,Walker Services,2023-06-03,Public Sector,Partner,London,True,,120228.88
C1038,Samuel Robinson,2022-11-05,SMB,Referral,London,True,,23592.39
C1039,James Smith,2022-03-29,Consumer,Partner,London,True,,1513.53
C1040,Alexander Nelson,2021-09-24,SMB,Direct,Scotland,True,,24185.81
C1041,Hall Ltd,2022-10-26,Public Sector,Direct,Scotland,True,,123535.59
C1042,Anderson Services,2021-12-22,Public Sector,Referral,London,True,,142356.27
C1043,Hannah Hall,2022-04-06,SMB,Direct,Scotland,True,,39596.51
C1044,Lucy Robinson,2022-09-30,SMB,Referral,London,False,2023-11-21,38980.73
C1045,Oliver Green,2022-01-26,SMB,Events,Scotland,True,,30276.41
C1046,Oliver Martin,2022-03-07,SMB,Events,London,True,,47837.62
C1047,Hannah Young,2023-09-20,SMB,Online,Scotland,True,,45893.25
C1048,Chloe Green,2022-04-09,Consumer,Direct,London,True,,1444.22
C1049,Jessica Green,2022-01-16,SMB,Online,Scotland,True,,36746.71
C1050,Walker Holdings,2021-10-31,Public Sector,Partner,London,False,2021-12-29,33417.38
C1051,Smith Holdings,2021-12-20,Public Sector,Direct,Scotland,True,,137662.64
C1052,Taylor International,2022-02-15,Public Sector,Direct,London,True,,86338.44
C1053,Hall Services,2022-06-05,Enterprise,Online,London,True,,68874.95
C1054,Mia Wilson,2022-12-14,Consumer,Direct,Scotland,True,,1628.02
C1055,Hannah Nelson,2022-07-11,SMB,Online,London,True,,44029.94
C1056,James Robinson,2022-10-26,Consumer,Online,Scotland,True,,2663.49
C1057,Lee Group,2022-02-07,Enterprise,Partner,Scotland,True,,161744.06
C1058,Jack Allen,2021-04-28,SMB,Referral,Scotland,True,,13860.14
C1059,Jack Baker,2022-01-10,Consumer,Referral,Scotland,True,,1000.12
C1060,Daniel Miller,2022-11-18,SMB,Partner,London,True,,25902.32
C1061,Hall Ltd,2022-06-30,Public Sector,Direct,Scotland,True,,126031.2
C1062,Chloe Wilson,2022-07-07,SMB,Events,London,True,,43729.55
C1063,Taylor Ltd,2021-11-25,Enterprise,Events,Scotland,True,,61230.57
C1064,Jessica Wilson,2022-05-21,Consumer,Direct,Scotland,False,2023-08-23,2260.57
C1065,Sophia Wright,2021-07-25,SMB,Direct,Scotland,True,,39586.2
C1066,Harris Services,2022-01-23,Enterprise,Referral,Scotland,True,,149063.22
C1067,Jackson Corp,2021-07-26,Enterprise,Online,London,True,,66925.64
C1068,Hannah Walker,2023-02-24,Consumer,Partner,Scotland,True,,4818.8
C1069,Matthew Anderson,2023-05-19,SMB,Partner,London,True,,43693.0
C1070,King International,2022-09-10,Public Sector,Online,London,True,,59129.31
C1071,Harry Walker,2022-08-30,Consumer,Online,London,True,,2835.35
C1072,Matthew Wilson,2022-09-04,SMB,Online,London,True,,24428.03
C1073,Robinson Ltd,2022-03-22,Public Sector,Referral,London,True,,142823.64
C1074,Sophia Taylor,2021-11-24,Consumer,Partner,Scotland,True,,4643.01
